speaker,f0_midpoint,speech_rate,vowel,condition,group
it02,173.33214877908264,4.17751951423799,u,voiceless,coronal
it02,176.5891587418942,3.7735849056603694,u,voiced,velar
it02,146.97943126970236,4.040497910557476,a,voiced,coronal
it02,158.15688973507662,4.102612492352495,o,voiceless,coronal
it02,151.35923317693005,4.020056059681789,o,voiceless,velar
it02,158.89007113114286,3.998591211563487,o,voiced,coronal
it02,180.7407801493239,4.134535725231153,u,voiceless,velar
it02,179.0864467206227,4.061053884093461,u,voiced,coronal
it02,150.27457329785344,3.960484268213931,a,voiceless,coronal
it02,150.96145620576618,3.980145046435814,a,voiced,velar
it02,190.0986290566628,4.893068112731337,u,voiced,velar
it02,175.09872292274386,4.584556120411064,u,voiceless,coronal
it02,153.92343010591367,4.719858687430916,a,voiceless,velar
it02,152.288937902888,4.706006923712718,o,voiced,velar
it02,156.602201508279,4.469331170177064,o,voiced,coronal
it02,151.09919925551225,4.624338936298021,a,voiced,coronal
it02,160.06472213776723,4.678299648601199,o,voiceless,velar
it02,163.50290508883327,4.494382022471907,a,voiceless,coronal
it02,157.32863480283424,4.469328673313327,o,voiced,velar
it02,151.5100311738109,4.53260615221961,a,voiceless,velar
it02,175.825558365164,4.419943225829262,u,voiced,coronal
it02,138.30838316800336,4.507128587251796,a,voiced,velar
it02,158.26089167198177,4.611041369110441,o,voiceless,coronal
it02,182.1567869033068,4.584674350580943,u,voiceless,velar
it02,170.25636272292695,4.692112383129712,u,voiceless,coronal
it02,172.3113391205782,4.558492871086898,u,voiced,velar
it02,139.21591049919866,4.545454545454422,a,voiced,coronal
it02,153.7646068530623,4.41994566781787,o,voiceless,coronal
it02,156.72279996737444,4.651162790697755,o,voiceless,velar
it02,157.4134331276474,4.53260615221961,o,voiced,coronal
it02,178.15852687386138,4.145030471155233,u,voiceless,velar
it02,180.43165115432095,4.092048586938869,u,voiced,coronal
it02,156.13328050611256,3.990138373011165,a,voiceless,coronal
it02,151.65827829258353,4.166666666666632,a,voiced,velar
it02,200.8494781233317,4.611041369110441,u,voiced,velar
it02,174.5623933628938,4.62421865155482,u,voiceless,coronal
it02,139.74680289003734,5.04735682541442,a,voiceless,velar
it02,155.63463496200512,4.532606152219755,o,voiced,velar
it02,161.2509899754308,4.507011783582299,o,voiced,coronal
it02,155.75884719383916,4.584558747681841,a,voiced,coronal
it02,162.7612940932066,4.545454545454569,o,voiceless,velar
it02,155.927251906352,4.456797200685708,a,voiceless,coronal
it02,164.88638438863967,4.0609590563956175,o,voiced,velar
it02,152.61696242434863,4.53260615221961,a,voiceless,velar
it02,180.60055458881877,4.419943225829262,u,voiced,coronal
it02,150.04533012118193,4.092046493832241,a,voiced,velar
it02,162.594081549695,3.7915087266312506,o,voiceless,coronal
it02,180.15213937775664,4.232855743747174,u,voiceless,velar
it02,178.18276551681623,4.584558747681841,u,voiceless,coronal
it02,184.7579160852548,4.232754962640674,u,voiced,velar
it02,167.6986316289156,4.113133801784953,a,voiced,coronal
it02,170.88539922339655,3.931269613349701,o,voiceless,coronal
it02,168.94057562209684,3.8647772414861623,o,voiceless,velar
it02,170.9968571261172,4.2217116296546715,o,voiced,coronal
it02,178.04695133032857,4.278127484990444,u,voiceless,velar
it02,173.86977027774438,4.507128587251796,u,voiced,coronal
it02,162.70648564717928,4.278127484990444,a,voiceless,coronal
it02,158.96140349241705,4.610799529929032,a,voiced,velar
it03,169.28249428947342,4.020144946326038,a,voiceless,velar
it03,191.58654623297448,3.8930084488015857,u,voiced,coronal
it03,197.90468645541483,3.4783289238267696,u,voiceless,velar
it03,171.10541846593446,3.837035353004856,a,voiced,coronal
it03,198.66728152761632,3.6200208875205178,u,voiceless,coronal
it03,168.023492401481,4.481822846988322,o,voiceless,velar
it03,157.9034672603365,4.371639643558354,a,voiced,velar
it03,171.24080849920728,4.432159974382118,u,voiced,velar
it03,154.15388301578,4.395604395604395,a,voiceless,coronal
it03,152.16385608013846,4.371529756729832,o,voiceless,coronal
it03,163.6578785877562,4.45679720068569,o,voiced,velar
it03,162.10861400045707,4.719858687430896,o,voiced,coronal
it03,172.87717246478675,4.371639643558363,a,voiceless,velar
it03,182.6825861136652,4.558375987386965,u,voiced,coronal
it03,184.12933373938196,4.40779606890708,u,voiceless,velar
it03,169.78334332321486,4.776216353048347,a,voiced,coronal
it03,176.6398889757954,4.747935093353295,u,voiceless,coronal
it03,170.81038569520788,4.819277108433724,o,voiceless,velar
it03,161.69325125528286,4.624459227299113,a,voiced,velar
it03,185.68116055306996,4.706009692026965,u,voiced,velar
it03,159.8224801378406,4.637713421774519,a,voiceless,coronal
it03,160.93470751070922,4.611041369110403,o,voiceless,coronal
it03,160.80454545619685,4.678425499290355,o,voiced,velar
it03,158.68932459001144,4.776216353048367,o,voiced,coronal
it03,152.80359656125094,4.456908933094027,a,voiceless,velar
it03,175.17334561889987,4.383588065462341,u,voiced,coronal
it03,177.67237346023518,4.145124970336468,u,voiceless,velar
it03,162.12451412098082,4.494382022471907,a,voiced,coronal
it03,182.1771468360652,5.29809043575468,u,voiceless,coronal
it03,166.04851002418533,5.31581594784654,o,voiceless,velar
it03,156.8800119117344,5.298093944477277,a,voiced,velar
it03,174.91517013518515,5.063438555806052,u,voiced,velar
it03,166.94705197095124,5.369372561969234,a,voiceless,coronal
it03,162.61237620054985,5.161366910605776,o,voiceless,coronal
it03,158.65549600073035,5.498410272130075,o,voiced,velar
it03,165.66272719287366,5.333333333333333,o,voiced,coronal
it03,171.20921929627025,5.031519323864418,a,voiceless,velar
it03,181.04488662076153,5.351292270192079,u,voiced,coronal
it03,173.48970363610934,5.263157894736856,u,voiceless,velar
it03,159.03519912501812,5.280646562365092,a,voiced,coronal
it03,199.42076773621056,5.000143754132941,u,voiceless,coronal
it03,163.36452724319355,5.633802816901402,o,voiceless,velar
it03,164.75868657379783,5.1948051948051734,a,voiced,velar
it03,188.90225071670753,5.079474731518003,u,voiced,velar
it03,158.20173105855704,5.063438555806099,a,voiceless,coronal
it03,161.52985608842604,4.953664659194078,o,voiceless,coronal
it03,157.70743880141816,5.0956160504262344,o,voiced,velar
it03,171.37197483945667,5.6736703398953,o,voiced,coronal
it03,163.5067417291724,5.315653469892389,a,voiceless,velar
it03,170.94116365606337,5.015636245996904,u,voiced,coronal
it03,180.835283210408,5.015922418727952,u,voiceless,velar
it03,156.96722843167342,4.938271604938258,a,voiced,coronal
it03,176.57890335414965,5.194956995496553,u,voiceless,coronal
it03,159.633696235661,5.015639390574737,o,voiceless,velar
it03,148.60572809195938,4.833936165455962,a,voiced,velar
it03,164.7780977521813,4.848420202882123,u,voiced,velar
it03,146.93556726244535,4.923113278374973,a,voiceless,coronal
it03,152.9869151283434,4.804836548469715,o,voiceless,coronal
it03,157.6697724834236,5.111857016247408,o,voiced,velar
it03,179.8333803619743,5.0956160504262344,o,voiced,coronal
it03,167.03064027647991,5.144955917374556,a,voiceless,velar
it03,174.61435193461165,5.079329604682161,u,voiced,coronal
it03,169.89454155292975,4.893068112731337,u,voiceless,velar
it03,155.97105051020574,4.969015085308627,a,voiced,coronal
it03,179.60336522380018,4.84855243436733,u,voiceless,coronal
it03,152.89554194011149,4.747935093353295,o,voiceless,velar
it03,162.90996636680038,4.968873115477194,a,voiced,velar
it03,175.31515078106486,5.079474731518048,u,voiced,velar
it03,159.85393057614118,5.1948051948051255,a,voiceless,coronal
it03,157.00297838018363,4.923110248746301,o,voiceless,coronal
it03,153.56205516179338,5.015494744074986,o,voiced,velar
it04,179.27164141016536,4.532724286280067,a,voiced,velar
it04,158.13266599771782,4.123711340206186,o,voiceless,coronal
it04,150.0629887951905,3.9802341571754662,a,voiceless,velar
it04,177.94183120550366,4.790614228603317,u,voiced,coronal
it04,187.85222270313716,4.776216353048362,u,voiceless,velar
it04,155.83821474259443,4.432272930502515,o,voiced,velar
it04,171.37799264887218,4.892930449440128,o,voiced,coronal
it04,154.4046031384637,4.706006923712689,a,voiceless,coronal
it04,198.0385750553414,4.908041703630352,u,voiceless,coronal
it04,212.8297484112312,4.790482269826308,u,voiced,velar
it04,176.48977101334418,4.804836548469684,a,voiced,coronal
it04,179.6060072172572,4.953805761276107,o,voiceless,velar
it04,178.14978291593678,5.228525791010596,a,voiced,velar
it04,216.78021129954695,5.000284391174758,o,voiceless,coronal
it04,168.3376505054165,5.031661731445104,a,voiceless,velar
it04,190.8179093366271,4.863523452518035,u,voiced,coronal
it04,199.30128399224364,4.908041703630352,u,voiceless,velar
it04,161.40947747719008,4.733685755563538,o,voiced,velar
it04,195.10924788460187,5.015780900658699,o,voiced,coronal
it04,163.13616949273955,5.064185908361132,a,voiceless,coronal
it04,180.6525672074297,5.250784507720819,u,voiceless,coronal
it04,208.24710578019616,4.923110248746301,u,voiced,velar
it04,184.85068186189272,4.558612358398108,a,voiced,coronal
it04,186.36961178201045,4.938271604938279,o,voiceless,velar
it04,175.14126444361855,4.664815512377494,a,voiced,velar
it04,176.17720692804104,4.761904761904742,o,voiceless,coronal
it04,170.2693710821086,4.706134269540296,a,voiceless,velar
it04,201.41154050244813,4.651287185587518,u,voiced,coronal
it04,203.74874219725433,4.545689578267985,u,voiceless,velar
it04,176.8403659969502,4.834070529089007,o,voiced,velar
it04,184.9267130132828,4.720112102662449,o,voiced,coronal
it04,161.88099718794916,4.624459227299094,a,voiceless,coronal
it04,193.4546540190165,4.776216353048367,u,voiceless,coronal
it04,191.43396717494937,4.848552434367247,u,voiced,velar
it04,173.7183304109355,4.6784254992903165,a,voiced,coronal
it04,179.8985471162571,5.142165510524917,o,voiceless,velar
it04,165.31488997885987,5.079474731518003,a,voiced,velar
it04,182.48609495028572,5.1449592261981465,o,voiceless,coronal
it04,198.8850245036913,4.805099171240538,a,voiceless,velar
it04,201.09054256577872,4.8632573611478875,u,voiced,coronal
it04,209.96442416247191,4.923113278374973,u,voiceless,velar
it04,191.38380970767773,4.908041703630373,o,voiced,velar
it04,213.03550243301444,4.953664659194078,u,voiceless,coronal
it04,204.24304867133057,4.92324961552497,u,voiced,velar
it04,91.15065314952962,5.000143754132897,a,voiced,coronal
it04,187.0973583446421,5.111857016247408,o,voiceless,velar
it04,190.79035470483697,4.8781856076451255,a,voiced,velar
it04,190.8379537759072,4.776216353048326,o,voiceless,coronal
it04,172.7500577635296,4.747808292996734,a,voiceless,velar
it04,196.49745040509316,4.953802693754031,u,voiced,coronal
it04,221.66959109795647,4.651408882679255,u,voiceless,velar
it04,183.16450645488328,4.733792235042255,o,voiced,velar
it04,183.076714734267,4.923113278374973,o,voiced,coronal
it04,171.9210926415628,4.834070529089007,a,voiceless,coronal
it04,213.00150294393416,4.5716062109841955,u,voiceless,coronal
it04,227.77036648824532,4.878319467726512,u,voiced,velar
it04,178.0341824886915,4.7339182878364365,a,voiced,coronal
it04,179.55966356545753,4.953664659194033,o,voiceless,velar
it04,172.64272618851533,5.031516159343078,a,voiced,velar
it04,182.0586531253176,4.908044714741384,o,voiceless,coronal
it04,174.50293052953202,4.507014322728125,a,voiceless,velar
it04,192.52088817300955,4.69211238312979,u,voiced,coronal
it04,226.05564423294427,4.584558747681916,u,voiceless,velar
it04,197.9459198141667,4.6784254992903165,o,voiced,velar
it04,177.01166916864776,4.692112383129712,o,voiced,coronal
it04,180.90165534385287,4.651284481280037,a,voiceless,coronal
it04,210.25421170962488,4.804839434278223,u,voiceless,coronal
it04,214.3750223791159,4.719858687430836,u,voiced,velar
it04,190.20553448865468,5.015780900658699,a,voiced,coronal
it04,188.9305515454697,4.771436273890036,o,voiceless,velar
it05,226.32505174246415,4.155867903660749,u,voiced,coronal
it05,256.4451444250535,5.479624700504264,u,voiced,velar
it05,253.80923471503485,5.333333333333333,u,voiceless,coronal
it05,210.20213618299653,5.594495575802971,o,voiceless,coronal
it05,211.60546236458657,5.714469393659081,a,voiceless,coronal
it05,266.3595946951726,5.423853837986773,u,voiceless,velar
it05,188.94497583239337,5.734721805061034,a,voiced,velar
it05,198.0851116624605,6.084015693718474,o,voiceless,velar
it05,202.15315341826997,5.653846099482251,a,voiceless,velar
it05,201.55894990068597,5.61407842446503,o,voiced,velar
it05,202.6754175169549,4.494498172424681,a,voiced,coronal
it05,209.6049429494117,5.8610506079741045,o,voiced,coronal
it05,266.16604351261543,5.4422620217867355,u,voiced,coronal
it05,251.1566402263625,5.594495575802964,u,voiced,velar
it05,251.0378032384796,5.67403250653221,u,voiceless,coronal
it05,231.63300199943225,5.904403282553016,o,voiceless,coronal
it05,218.04065757136337,6.177553704177053,a,voiceless,coronal
it05,240.02578152304335,5.948207470502465,u,voiceless,velar
it05,207.28714695311217,5.882551909844001,a,voiced,velar
it05,222.14825575095276,5.992661985398873,o,voiceless,velar
it05,217.4405300871097,5.992661985398873,a,voiceless,velar
it05,222.55598357315645,5.97014925373136,o,voiced,velar
it05,213.3837525221931,5.904207190438738,a,voiced,coronal
it05,231.80083060961817,5.948207470502465,o,voiced,coronal
it05,238.9004455573016,5.882352941176473,u,voiced,coronal
it05,244.38348413164223,5.442428629351562,u,voiced,velar
it05,257.7608229724029,5.734906800595871,u,voiceless,coronal
it05,229.77222795591473,6.106977450749119,o,voiceless,coronal
it05,221.33125627812976,5.8610506079741205,a,voiceless,coronal
it05,265.76608919930004,5.653846099482222,u,voiceless,velar
it05,214.1196883375096,5.904207190438707,a,voiced,velar
it05,232.8656009518513,6.015137092493273,o,voiceless,velar
it05,204.0228514808329,5.926224432045486,a,voiceless,velar
it05,226.9372183061998,5.369210397207488,o,voiced,velar
it05,218.76736991094728,5.714285714285691,a,voiced,coronal
it05,228.4365784833653,5.693998809954237,o,voiced,coronal
it05,251.1650500488983,5.673851417434477,u,voiced,coronal
it05,244.8907375656356,5.673851417434477,u,voiced,velar
it05,240.7678004409783,5.674213607189805,u,voiceless,coronal
it05,226.7589891483624,5.2288367733633,o,voiceless,coronal
it05,227.98006176562467,5.755490918195042,a,voiceless,coronal
it05,253.45331362526255,5.298251841804825,u,voiceless,velar
it05,223.31765508252136,5.614078424465045,a,voiced,velar
it05,242.19327156894065,5.575219820463973,o,voiceless,velar
it05,224.87490707061568,5.734906800595812,a,voiceless,velar
it05,222.23051507663345,5.614078424464989,o,voiced,velar
it05,225.56330798992937,5.860853091123836,o,voiced,coronal
it05,250.1557491686913,5.536374325340804,u,voiced,coronal
it05,235.8028967225528,5.31581594784654,u,voiced,velar
it05,239.44869560907145,5.594671634735159,u,voiceless,coronal
it05,223.14728734019803,5.536374325340914,o,voiceless,coronal
it05,213.27921573005028,5.6140784244651005,a,voiceless,coronal
it05,256.8811523874175,5.673847393363603,u,voiceless,velar
it05,224.10445905874747,5.776411014749374,a,voiced,velar
it05,221.11103257142497,5.536374325340914,o,voiceless,velar
it05,218.93477369665297,5.575044983644201,a,voiceless,velar
it05,231.80700189954413,5.860853091123897,o,voiced,velar
it05,214.35020997411448,5.479620947220947,a,voiced,coronal
it05,225.18729200573725,5.4984102721300205,o,voiced,coronal
it05,240.59332840840577,5.714473475557137,u,voiced,coronal
it05,236.09379962061632,5.555555555555564,u,voiced,velar
it05,242.12025179397233,5.73490680059593,u,voiceless,coronal
it05,229.68098827290768,5.653846099482165,o,voiceless,coronal
it05,210.09936110555847,5.776219161307459,a,voiceless,coronal
it05,242.44082373202605,5.536374325340804,u,voiceless,velar
it05,216.47597599634005,5.797294692431786,a,voiced,velar
it05,215.86203871800416,5.674032506532239,a,voiceless,velar
it05,220.80696471010395,5.6938123917285965,o,voiced,coronal
it07,134.94440859401857,5.734721805061035,a,voiceless,coronal
it07,134.80918168725407,5.4240193203568206,o,voiced,velar
it07,133.73892922766075,5.498754188504169,o,voiced,coronal
it07,123.8074740110256,5.498580335289684,a,voiceless,velar
it07,130.41145011868474,5.653666296587088,o,voiceless,coronal
it07,125.36605213635056,5.47962094722098,o,voiceless,velar
it07,124.87745283115848,5.479452054794524,a,voiced,velar
